assertion_id,subject_id,subject_name,predicate,object_id,object_name,directionality,confidence,validation_status,extraction_method,first_known_position,evidence_passage_id,epistemic_status,effective_predicate
A_5fad1fcf3ed5,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,486,BK_P00486,machine-proposed,FAMILY
A_356b84e6e979,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,486,BK_P00486,machine-proposed,FAMILY
A_fdc9fffc7014,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,486,BK_P00486,machine-proposed,FAMILY
A_2f5069c4312c,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,486,BK_P00486,machine-proposed,FAMILY
A_39a0d89289dd,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,486,BK_P00486,machine-proposed,FAMILY
A_6b6d4ea43ac7,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,497,BK_P00497,machine-proposed,FAMILY
A_6b4e900e50ba,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,501,BK_P00501,machine-proposed,FAMILY
A_7ebb48264701,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,501,BK_P00501,machine-proposed,FAMILY
A_99ba00f0f608,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_013,Madame Khokhlakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,501,BK_P00501,machine-proposed,FAMILY
A_c1b3df806dca,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,501,BK_P00501,machine-proposed,FAMILY
A_e8754beeedb2,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_013,Madame Khokhlakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,501,BK_P00501,machine-proposed,FAMILY
A_f577cc57e05e,CHAR_007,Katerina Ivanovna Verkhovtseva,FAMILY,CHAR_013,Madame Khokhlakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,501,BK_P00501,machine-proposed,FAMILY
A_01594e2f3182,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,502,BK_P00502,machine-proposed,FAMILY
A_6639d94b8528,CHAR_002,Dmitri Fyodorovich Karamazov,SOCIAL,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,502,BK_P00502,machine-proposed,SOCIAL
A_7824294a8ba3,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,504,BK_P00504,machine-proposed,FAMILY
A_ae44a662eef6,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,515,BK_P00515,machine-proposed,FAMILY
A_82a20a609a36,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,586,BK_P00586,machine-proposed,ROMANTIC
A_3ab47c925a61,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,586,BK_P00586,machine-proposed,FINANCIAL
A_d4b84a10177d,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,589,BK_P00589,machine-proposed,ROMANTIC
A_c6090f0061d9,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,600,BK_P00600,machine-proposed,SOCIAL
A_1366a9b0ca8b,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_bc23ccf966c1,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_006b67dd18a4,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_e7e8510c402e,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_ee2a3a60c591,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_ac9be51c0a32,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_ed57af2afaff,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_a44bfcd8367d,CHAR_004,Alexei Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_ba362dc8989c,CHAR_004,Alexei Fyodorovich Karamazov,FINANCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_3e9c0cc6fd16,CHAR_006,Agrafena Alexandrovna Svetlova,FINANCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,604,BK_P00604,machine-proposed,FINANCIAL
A_4285078299ed,CHAR_005,Pavel Fyodorovich Smerdyakov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,618,BK_P00618,machine-proposed,ROMANTIC
A_31e42fa3cffa,CHAR_005,Pavel Fyodorovich Smerdyakov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,618,BK_P00618,machine-proposed,FINANCIAL
A_4b8515b414ac,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,623,BK_P00623,machine-proposed,FINANCIAL
A_480e7c6a8cec,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,625,BK_P00625,machine-proposed,FAMILY
A_28412121fd68,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,625,BK_P00625,machine-proposed,FAMILY
A_6c9ff6d1abe6,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,625,BK_P00625,machine-proposed,FAMILY
A_29758c9579cf,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,625,BK_P00625,machine-proposed,FAMILY
A_89c2a96c968c,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,625,BK_P00625,machine-proposed,FAMILY
A_94f03e43132a,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,625,BK_P00625,machine-proposed,FAMILY
A_0fb5a8d67db6,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,626,BK_P00626,machine-proposed,FAMILY
A_c73a6f97d044,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,641,BK_P00641,machine-proposed,FAMILY
A_709983b56bfc,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,642,BK_P00642,machine-proposed,FAMILY
A_35c956a55fc3,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,642,BK_P00642,machine-proposed,FAMILY
A_02b1233fc37d,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,642,BK_P00642,machine-proposed,FAMILY
A_2e925c890013,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,642,BK_P00642,machine-proposed,FAMILY
A_dc3582866cca,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,642,BK_P00642,machine-proposed,FAMILY
A_d44652713527,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,642,BK_P00642,machine-proposed,FAMILY
A_a755b784ee5c,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,649,BK_P00649,machine-proposed,FAMILY
A_786cfbc73901,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,670,BK_P00670,machine-proposed,FINANCIAL
A_13f1435cfccb,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,726,BK_P00726,machine-proposed,FAMILY
A_32e09dcf0e2a,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,757,BK_P00757,machine-proposed,ROMANTIC
A_9457b331f5c6,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,758,BK_P00758,machine-proposed,ROMANTIC
A_cab05d90c004,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,758,BK_P00758,machine-proposed,ROMANTIC
A_3ce01b871a3f,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,758,BK_P00758,machine-proposed,ROMANTIC
A_f91ef4081554,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,772,BK_P00772,machine-proposed,ROMANTIC
A_c81197346c03,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,781,BK_P00781,machine-proposed,FAMILY
A_61a9231178d0,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,790,BK_P00790,machine-proposed,FAMILY
A_480975aa20df,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,790,BK_P00790,machine-proposed,FAMILY
A_3fabbfd5837d,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,790,BK_P00790,machine-proposed,FAMILY
A_c7475c2aebac,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,800,BK_P00800,machine-proposed,FINANCIAL
A_35a4110debbd,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,800,BK_P00800,machine-proposed,FINANCIAL
A_b1293a6bba6c,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,800,BK_P00800,machine-proposed,FINANCIAL
A_1d7e7aea7613,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,800,BK_P00800,machine-proposed,FINANCIAL
A_1dfcf88a374e,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,800,BK_P00800,machine-proposed,FINANCIAL
A_c2bc4b5b082b,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,800,BK_P00800,machine-proposed,FINANCIAL
A_0aa1c7688cbf,CHAR_004,Alexei Fyodorovich Karamazov,FINANCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,806,BK_P00806,machine-proposed,FINANCIAL
A_d4ccf4771858,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,826,BK_P00826,machine-proposed,FAMILY
A_f2cc6d2eddcc,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,849,BK_P00849,machine-proposed,FAMILY
A_35626c51c5d4,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,854,BK_P00854,machine-proposed,FAMILY
A_739e1b49c8ed,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,863,BK_P00863,machine-proposed,FAMILY
A_6df2c87433cf,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,863,BK_P00863,machine-proposed,FAMILY
A_e557f92452f7,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,863,BK_P00863,machine-proposed,FAMILY
A_634dbe7a5cb0,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,863,BK_P00863,machine-proposed,FAMILY
A_8073004eb3ee,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,863,BK_P00863,machine-proposed,FAMILY
A_dd956b259875,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,863,BK_P00863,machine-proposed,FAMILY
A_e57e622ea8e4,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,864,BK_P00864,machine-proposed,FAMILY
A_fa185ccff11c,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,FAMILY
A_6fdf841a65df,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,FAMILY
A_dca6e0bc7990,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,FAMILY
A_bbfbba6642d3,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,ROMANTIC
A_05b293ef30de,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,ROMANTIC
A_6dff27337ae2,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,ROMANTIC
A_37cee497f6e1,CHAR_002,Dmitri Fyodorovich Karamazov,SOCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,SOCIAL
A_4b8dba12af31,CHAR_002,Dmitri Fyodorovich Karamazov,SOCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,SOCIAL
A_a18d92225ef6,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,868,BK_P00868,machine-proposed,SOCIAL
A_a7c89d22ceaf,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,872,BK_P00872,machine-proposed,FAMILY
A_3ae5f80420d4,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,872,BK_P00872,machine-proposed,ROMANTIC
A_f36d395cba5d,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,888,BK_P00888,machine-proposed,FAMILY
A_f85afce8b911,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,888,BK_P00888,machine-proposed,FINANCIAL
A_9b658e99839e,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,889,BK_P00889,machine-proposed,ROMANTIC
A_759693e3d556,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,891,BK_P00891,machine-proposed,ROMANTIC
A_e90f81cb9c35,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,891,BK_P00891,machine-proposed,ROMANTIC
A_1a2665285a8b,CHAR_006,Agrafena Alexandrovna Svetlova,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,891,BK_P00891,machine-proposed,ROMANTIC
A_65253aeb7efc,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,891,BK_P00891,machine-proposed,SOCIAL
A_296cbd52b120,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,891,BK_P00891,machine-proposed,SOCIAL
A_c669be3a5070,CHAR_006,Agrafena Alexandrovna Svetlova,SOCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,891,BK_P00891,machine-proposed,SOCIAL
A_1d493ad9b8cd,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,893,BK_P00893,machine-proposed,ROMANTIC
A_6c04c403fd43,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,893,BK_P00893,machine-proposed,ROMANTIC
A_12129ff048a5,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,893,BK_P00893,machine-proposed,ROMANTIC
A_b6775c40487c,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,893,BK_P00893,machine-proposed,ROMANTIC
A_6d52812028e2,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,893,BK_P00893,machine-proposed,ROMANTIC
A_2d68a19f0bc4,CHAR_006,Agrafena Alexandrovna Svetlova,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,893,BK_P00893,machine-proposed,ROMANTIC
A_bba620da3687,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,FAMILY
A_9bb54bb3b8da,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,FAMILY
A_634ee1ffbb8c,CHAR_006,Agrafena Alexandrovna Svetlova,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,FAMILY
A_09bdf2ea0694,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,ROMANTIC
A_81e08c3b94c4,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,ROMANTIC
A_73d66e287e7a,CHAR_006,Agrafena Alexandrovna Svetlova,ROMANTIC,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,ROMANTIC
A_e8ffafe593d8,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,SOCIAL
A_fa159d41ccdd,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,SOCIAL
A_c5021cd8a4bf,CHAR_006,Agrafena Alexandrovna Svetlova,SOCIAL,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,899,BK_P00899,machine-proposed,SOCIAL
A_096583742d47,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,943,BK_P00943,machine-proposed,FAMILY
A_d406f4f93da1,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,954,BK_P00954,machine-proposed,FAMILY
